kategoria;nazwa;cena;opis;zdjecia
Klasyczne kostki/5x5x5;DaYan NeZha 5M 5x5 Medium Magnetic;179,99 zł;Kostka 5x5 od firmy DaYan.;https://strefa-kostek.pl/27881-home_default/dayan-nezha-5m-5x5-medium-magnetic.jpg, https://strefa-kostek.pl/27883-thickbox_default/dayan-nezha-5m-5x5-medium-magnetic.jpg, https://strefa-kostek.pl/27881-thickbox_default/dayan-nezha-5m-5x5-medium-magnetic.jpg
Klasyczne kostki/5x5x5;DianSheng Solar 5x5x5;24,99 zł;;https://strefa-kostek.pl/28160-home_default/diansheng-solar-5x5x5.jpg, https://strefa-kostek.pl/28189-thickbox_default/diansheng-solar-5x5x5.jpg, https://strefa-kostek.pl/28160-thickbox_default/diansheng-solar-5x5x5.jpg
Klasyczne kostki/5x5x5;SengSo YuFeng 5x5x5;99,99 zł;;https://strefa-kostek.pl/28500-home_default/sengso-yufeng-5x5x5.jpg, https://strefa-kostek.pl/28576-thickbox_default/sengso-yufeng-5x5x5.jpg, https://strefa-kostek.pl/28500-thickbox_default/sengso-yufeng-5x5x5.jpg
Klasyczne kostki/5x5x5;DianSheng Solar 5x5 M UV;74,99 zł;;https://strefa-kostek.pl/29821-home_default/diansheng-solar-5x5-m-uv.jpg, https://strefa-kostek.pl/29912-thickbox_default/diansheng-solar-5x5-m-uv.jpg, https://strefa-kostek.pl/29821-thickbox_default/diansheng-solar-5x5-m-uv.jpg
Klasyczne kostki/5x5x5;XMD Hong 5x5x5 Magnetic Ball-Core UV Coated;199,99 zł;;https://strefa-kostek.pl/29954-home_default/xmd-hong-5x5x5-magnetic-ball-core-uv-coated.jpg, https://strefa-kostek.pl/29955-thickbox_default/xmd-hong-5x5x5-magnetic-ball-core-uv-coated.jpg, https://strefa-kostek.pl/29954-thickbox_default/xmd-hong-5x5x5-magnetic-ball-core-uv-coated.jpg
Klasyczne kostki/5x5x5;SengSo pillowed 5x5;24,99 zł;;https://strefa-kostek.pl/30756-home_default/sengso-pillowed-5x5.jpg, https://strefa-kostek.pl/30757-thickbox_default/sengso-pillowed-5x5.jpg, https://strefa-kostek.pl/30756-thickbox_default/sengso-pillowed-5x5.jpg
Klasyczne kostki/5x5x5;GAN 562 5x5x5 UV;242,99 zł;;https://strefa-kostek.pl/31224-home_default/gan-562-5x5x5-uv.jpg, https://strefa-kostek.pl/31113-thickbox_default/gan-562-5x5x5-uv.jpg, https://strefa-kostek.pl/31224-thickbox_default/gan-562-5x5x5-uv.jpg
Klasyczne kostki/5x5x5;GAN 562 5x5x5 Frosted;215,99 zł;;https://strefa-kostek.pl/31223-home_default/gan-562-5x5x5-frosted.jpg, https://strefa-kostek.pl/31108-thickbox_default/gan-562-5x5x5-frosted.jpg, https://strefa-kostek.pl/31223-thickbox_default/gan-562-5x5x5-frosted.jpg
Klasyczne kostki/5x5x5;MoYu Meilong 5x5x5 + Robot;34,99 zł;;https://strefa-kostek.pl/31256-home_default/moyu-meilong-5x5x5-robot.jpg, https://strefa-kostek.pl/31324-thickbox_default/moyu-meilong-5x5x5-robot.jpg, https://strefa-kostek.pl/31256-thickbox_default/moyu-meilong-5x5x5-robot.jpg
Klasyczne kostki/5x5x5;MoYu Meilong 5x5x5 Magnetic + Robot;59,99 zł;;https://strefa-kostek.pl/31257-home_default/moyu-meilong-5x5x5-magnetic-robot.jpg, https://strefa-kostek.pl/31302-thickbox_default/moyu-meilong-5x5x5-magnetic-robot.jpg, https://strefa-kostek.pl/31257-thickbox_default/moyu-meilong-5x5x5-magnetic-robot.jpg
Klasyczne kostki/5x5x5;SengSo Metallic 5x5x5;99,99 zł;;https://strefa-kostek.pl/31660-home_default/sengso-metallic-5x5x5.jpg, https://strefa-kostek.pl/31661-thickbox_default/sengso-metallic-5x5x5.jpg, https://strefa-kostek.pl/31660-thickbox_default/sengso-metallic-5x5x5.jpg
Klasyczne kostki/5x5x5;MoYu AoChuang V6 5x5 (Double-Track + UV);175,99 zł;;https://strefa-kostek.pl/32147-home_default/moyu-aochuang-v6-5x5-double-track-uv.jpg, https://strefa-kostek.pl/32209-thickbox_default/moyu-aochuang-v6-5x5-double-track-uv.jpg, https://strefa-kostek.pl/32147-thickbox_default/moyu-aochuang-v6-5x5-double-track-uv.jpg
Klasyczne kostki/5x5x5;MoYu AoChuang V6 5x5 (Single-Track + UV);107,99 zł;;https://strefa-kostek.pl/32146-home_default/moyu-aochuang-v6-5x5-single-track-uv.jpg, https://strefa-kostek.pl/32205-thickbox_default/moyu-aochuang-v6-5x5-single-track-uv.jpg, https://strefa-kostek.pl/32146-thickbox_default/moyu-aochuang-v6-5x5-single-track-uv.jpg
Klasyczne kostki/5x5x5;MoYu AoChuang V6 5x5 (Single-Track);80,99 zł;;https://strefa-kostek.pl/32145-home_default/moyu-aochuang-v6-5x5-single-track.jpg, https://strefa-kostek.pl/32201-thickbox_default/moyu-aochuang-v6-5x5-single-track.jpg, https://strefa-kostek.pl/32145-thickbox_default/moyu-aochuang-v6-5x5-single-track.jpg
Klasyczne kostki/5x5x5;MoYu AoChuang V6 5x5 (Triple-Track + UV);224,99 zł;;https://strefa-kostek.pl/32274-home_default/moyu-aochuang-v6-5x5-triple-track-uv.jpg, https://strefa-kostek.pl/32773-thickbox_default/moyu-aochuang-v6-5x5-triple-track-uv.jpg, https://strefa-kostek.pl/32274-thickbox_default/moyu-aochuang-v6-5x5-triple-track-uv.jpg
Klasyczne kostki/5x5x5;Z-Cube UV Print 5x5;39,99 zł;;https://strefa-kostek.pl/33093-home_default/z-cube-uv-print-5x5.jpg, https://strefa-kostek.pl/33159-thickbox_default/z-cube-uv-print-5x5.jpg, https://strefa-kostek.pl/33093-thickbox_default/z-cube-uv-print-5x5.jpg
Klasyczne kostki/5x5x5;DianSheng Solar 5x5 M Plus;69,99 zł;;https://strefa-kostek.pl/33635-home_default/diansheng-solar-5x5-m-plus.jpg, https://strefa-kostek.pl/33702-thickbox_default/diansheng-solar-5x5-m-plus.jpg, https://strefa-kostek.pl/33636-thickbox_default/diansheng-solar-5x5-m-plus.jpg
Klasyczne kostki/5x5x5;YJ Pocket Cube mini 5x5 (58mm);43,99 zł;;https://strefa-kostek.pl/33641-home_default/yj-pocket-cube-mini-5x5-58mm.jpg, https://strefa-kostek.pl/33721-thickbox_default/yj-pocket-cube-mini-5x5-58mm.jpg, https://strefa-kostek.pl/33641-thickbox_default/yj-pocket-cube-mini-5x5-58mm.jpg
Klasyczne kostki/5x5x5;Vin Cube 5x5 (Ball-Core + UV);124,99 zł;;https://strefa-kostek.pl/33659-home_default/vin-cube-5x5-ball-core-uv.jpg, https://strefa-kostek.pl/33785-thickbox_default/vin-cube-5x5-ball-core-uv.jpg, https://strefa-kostek.pl/33659-thickbox_default/vin-cube-5x5-ball-core-uv.jpg
Klasyczne kostki/5x5x5;Vin Cube 5x5 (Ball-Core);99,99 zł;;https://strefa-kostek.pl/33660-home_default/vin-cube-5x5-ball-core.jpg, https://strefa-kostek.pl/33780-thickbox_default/vin-cube-5x5-ball-core.jpg, https://strefa-kostek.pl/33660-thickbox_default/vin-cube-5x5-ball-core.jpg
Klasyczne kostki/5x5x5;YuXin Black Kylin 5x5x5 v2;24,99 zł;;https://strefa-kostek.pl/34001-home_default/yuxin-black-kylin-5x5x5-v2.jpg, https://strefa-kostek.pl/34023-thickbox_default/yuxin-black-kylin-5x5x5-v2.jpg, https://strefa-kostek.pl/34001-thickbox_default/yuxin-black-kylin-5x5x5-v2.jpg
Klasyczne kostki/5x5x5;Picube MoYu AoChuang V6 Picube SE Dual...;249,99 zł;;https://strefa-kostek.pl/34909-home_default/picube-moyu-aochuang-v6-picube-se-dual-track-uv-premium-setup.jpg, https://strefa-kostek.pl/34909-thickbox_default/picube-moyu-aochuang-v6-picube-se-dual-track-uv-premium-setup.jpg
Klasyczne kostki/5x5x5;SengSo MoSheng 5x5 Magnetic;39,99 zł;;https://strefa-kostek.pl/34945-home_default/sengso-mosheng-5x5-magnetic.jpg, https://strefa-kostek.pl/34945-thickbox_default/sengso-mosheng-5x5-magnetic.jpg
Klasyczne kostki/5x5x5;Diansheng 5x5x5 Magnetic;44,99 zł;"W zestawie znajdziemy:   
 układankę 
 podstawkę na kostkę 
 śrubokręt regulacyjny 
 instrukcję układania";https://strefa-kostek.pl/27874-home_default/diansheng-5x5x5-magnetic.jpg, https://strefa-kostek.pl/27876-thickbox_default/diansheng-5x5x5-magnetic.jpg, https://strefa-kostek.pl/27874-thickbox_default/diansheng-5x5x5-magnetic.jpg
Klasyczne kostki/5x5x5;MoYu Aochuang WRM 5x5x5 Magnetic;199,99 zł;"MoYu AoChuang WRM.......  najlesza 5x5 na rynku?  Firma MoYu przywycziła nas do tego, że jej kostki często są w światowej czołówcejezeli chodzi o płynność, szybkość czy pokonywanie zakrętów.   Kostka porusza się bardzo płynnie i prezentuje najwyższy poziom układanek. Magnesy są bardzo przyjemne i nie męczą palców podczas długich sesji układania. Pokonywanie zakrętów jak zawsze jest tutaj wyśmienite.   Kostka zalecana głównie profesjonalistom.
 W zestawie znajdziemy: 
 
 układankę 
 śrubokręt regulacyjny 
 zapasowe magnesy 
 instrukcję układania";https://strefa-kostek.pl/25367-home_default/moyu-aochuang-wrm-5x5x5-magnetic.jpg, https://strefa-kostek.pl/25415-thickbox_default/moyu-aochuang-wrm-5x5x5-magnetic.jpg, https://strefa-kostek.pl/25367-thickbox_default/moyu-aochuang-wrm-5x5x5-magnetic.jpg
Klasyczne kostki/5x5x5;QiYi MP Magnetic 5x5;99,99 zł;"Kolejny świetny produkt od  QiYi  z serii MP.    Mamy tu do czynienia z  jedną z najlepszych piątek w tej kategorii cenowej . Firma idzie za ciosem, dając nam produkt, który może konkurować ze światową czołówką, jeżeli chodzi o tę kategorię układanek.    Poruszanie się kostki jest niesamowicie przyjemne - jeżeli mamy ją do czegoś porównywać to jest to ulepszony WuShuang z magnesami . Pokonywanie zakrętów stoi na najwyższym poziomie, a praca magnesów uzupełnia lukę, odnoście stabilno   ści układanek.  Jedynym problem dla niektórych , mogą być dosyć silne magnesy, przez które mogą się męczyć ręce.  W zestawie znajdziemy:    
  układankę  
   specjalne pudełko na kostkę   
  instrukcję układania";https://strefa-kostek.pl/27382-home_default/qiyi-mp-magnetic-5x5.jpg, https://strefa-kostek.pl/27508-thickbox_default/qiyi-mp-magnetic-5x5.jpg, https://strefa-kostek.pl/27382-thickbox_default/qiyi-mp-magnetic-5x5.jpg
Akcesoria/Odzież;Plecak MoYu;139,99 zł;Pojemny plecak z logiem firmy Moyu.  Regulowana długość ramion. Dwie oddzielne komory.  Siatki na napoje.  Wymiary: 30x45;https://strefa-kostek.pl/24428-home_default/plecak-moyu.jpg, https://strefa-kostek.pl/24428-thickbox_default/plecak-moyu.jpg
Akcesoria/Odzież;Plecak MoFangGe;169,99 zł;Pojemny plecak z logiem firmy  MoFangGe  oraz nadrukiem „ Cube Forever ”.    Plecak jest wyposażony w dwie komory. Większa z nich ma w sobie mniejsze komory: jedna oddzielana zamkiem błyskawicznym, dwie pozostałe zabezpieczone gumowo-materiałowym paskiem z rzepem (większa kieszeń np. na laptopa, a mniejsza np. na zeszyty). Dodatkowo istnieje możliwość zamontowania bocznych osłonek w głównej kieszeni. Plecak ma duże, wytrzymałe materiałowe ucho w jego górnej części. Ramiączka są regulowane oraz każde z nich posiada mniejsze plastikowe ucho np. na breloczek z kostką. Plecki mają na sobie piankę z materiałem oddychającym. Dodatkowo na pleckach występuje pasek, który pomoże w trzymaniu plecaka razem   z walizką podczas dłuższych podróży.   Wykonanie plecaka jest na najwyższym poziomie, a materiał jest dobrej jakości.;https://strefa-kostek.pl/18467-home_default/plecak-mofangge.jpg, https://strefa-kostek.pl/18467-thickbox_default/plecak-mofangge.jpg
Akcesoria/Odzież;QiYi Chest Bag;89,99 zł;Chest Bag od firmy  QiYi / MoFangGe .   Jest to mała, poręczna torba, która znajdzie swoje zastosowanie podczas wyjazdu na zawody, podróży lub codziennego użytkowania. Wyposażona ona została w cztery oddzielne kieszenie. Największa ma w sobie przegrodę otwartą oraz drugą oddzieloną zamkiem błyskawicznym. Na samym przodzie znajduje się kolejna, mniejsza już kieszeń zamykana na zamek błyskawiczny. Kolejna ulokowana jest nad frontową kieszenią i jest dodatkowo ukryta pod zapięciem guzikowym. Ostatnia i najmniejsza znajduje się przy ramiączku. Torba została również wyposażona w ucho do transportu oraz dwie boczne kieszenie regulowane przez sznurek i zacisk. Ramiączko jest regulowane, posiada duże materiałowe ucho, oraz daje możliwość dostosowania torby pod siebie poprzez możliwość przewieszenia ramiączka.    Wykonanie jest na najwyższym poziomie, a wygląd cieszy oczy.;https://strefa-kostek.pl/24976-home_default/qiyi-chest-bag.jpg, https://strefa-kostek.pl/24976-thickbox_default/qiyi-chest-bag.jpg
Klasyczne kostki/9x9x9;Shengshou 9x9x9 v2;199,99 zł;"Jak sama nazwa mówi, jest to już druga wersja 9x9 od firmy  ShengShou . 
 Kostka ta posiada dwuwarstwową wewnętrzną konstrukcję, umożliwiającą ograniczenie jej rozmiaru. Trzy wewnętrzne warstwy zahaczone są o zewnętrzną część mechanizmu, natomiast dwie zewnętrznę o bardziej wewnętrzną. Rozwiązanie to jest podobne do kostek MoFangJiaoShi, gdzie użyto aż 3 warstw mechanizmu.  Kostka ta jest drugą najmniejszą 10x10 na rynku, przy wymiarze raptem 86 mm. Ze względu na zaokrąglenie, w praktycznym wykorzystaniu kostka jest najmniejszą dziesiątką na rynku. 
 Poruszanie jest dużo cięższe od MeiLonga, ale kostka trochę nadrabia to poręcznością.  W zestawie znajdziemy: 
 
 układankę";https://strefa-kostek.pl/25310-home_default/shengshou-9x9x9-v2.jpg, https://strefa-kostek.pl/25311-thickbox_default/shengshou-9x9x9-v2.jpg, https://strefa-kostek.pl/25310-thickbox_default/shengshou-9x9x9-v2.jpg
Klasyczne kostki/9x9x9;MoYu MeiLong 9x9x9;143,99 zł;"MeiLong 9x 9 to ponownie wypuszczona kostka  MF9  w nowym opakowaniu i  z fabrycznie lżejszymi sprężynami.  
 Konstrukcja kostki jest identyczna, jak w MF9 - trójwarstwowy mechanizm utrzymuje stabilność dużej liczby części. 
 Poruszanie jest znacznie lżejsze niż poprzedniczki, ze względu na użycie sprężyn o mniejszej twardości.  W zestawie znajdziemy: 
 
 układankę";https://strefa-kostek.pl/22939-home_default/moyu-meilong-9x9x9.jpg, https://strefa-kostek.pl/22939-thickbox_default/moyu-meilong-9x9x9.jpg, https://strefa-kostek.pl/22935-thickbox_default/moyu-meilong-9x9x9.jpg
Klasyczne kostki/9x9x9;YuXin Little Magic 9x9x9;159,99 zł;;https://strefa-kostek.pl/22726-home_default/yuxin-little-magic-9x9x9.jpg, https://strefa-kostek.pl/22726-thickbox_default/yuxin-little-magic-9x9x9.jpg, https://strefa-kostek.pl/22835-thickbox_default/yuxin-little-magic-9x9x9.jpg
Klasyczne kostki/9x9x9;QiYi 9x9 Cube;116,99 zł;"Budżetowa kostka 9x9 od firmy QiYi.   Poruszanie kostki jest topowe - względem innych kostek 9x9 . Jest bardzo podobna do wszystkich układanek od  QiYi  z serii  S / S2 .  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/27300-home_default/qiyi-9x9-cube.jpg, https://strefa-kostek.pl/27345-thickbox_default/qiyi-9x9-cube.jpg, https://strefa-kostek.pl/27300-thickbox_default/qiyi-9x9-cube.jpg
Klasyczne kostki/9x9x9;DianSheng Galaxy 9x9 M;429,99 zł;"Mamy tutaj do czynienia z jedną z najlepszych kostek  9x9  na rynku. Ponownie zaskoczenie, że jest to produkt firmy  DianSheng . 
 Podobnie, jak w przypadku układanki  8x8  z serii  Galaxy  mamy tutaj produkt bardzo wysokiej jakości oraz zaskakujący swoim poruszaniem. Magnesy w tej kostce są bardzo dobrze dobrane. Każda warstwa ma inną siłę magnesów, która słabnie w raz z oddalaniem się od środka kostki.  
  Budowa wewnętrzna jest bardzo podobna do tych znanych z innych układanek 9x9. Zacięcia niestety występują podczas bardziej agresywnych ruchów, jednak jest to cecha, nad której usunięciem od dawna pracują wszyscy projektanci. Jednak liczba zacięć jest znacznie mniejsza w porównaniu do konkurencyjnych produktów. 
 W zestawie znajdziemy: 
 
 układankę 
 instrukcję układania 
 specjalne opakowanie na kostkę 
 podstawkę pod kostkę 
 śrubokręt regulacyjny 
 woreczek na kostkę 
 materiałową szmatkę";https://strefa-kostek.pl/28032-home_default/diansheng-galaxy-9x9-m.jpg, https://strefa-kostek.pl/28033-thickbox_default/diansheng-galaxy-9x9-m.jpg, https://strefa-kostek.pl/28032-thickbox_default/diansheng-galaxy-9x9-m.jpg
Klasyczne kostki/9x9x9;DianSheng Galaxy 9x9 M-Ball Core;449,99 zł;;https://strefa-kostek.pl/30125-home_default/diansheng-galaxy-9x9-m-ball-core.jpg, https://strefa-kostek.pl/30298-thickbox_default/diansheng-galaxy-9x9-m-ball-core.jpg, https://strefa-kostek.pl/30125-thickbox_default/diansheng-galaxy-9x9-m-ball-core.jpg
Klasyczne kostki/9x9x9;QiYi Magnetic 9x9x9 Ball-Core;319,99 zł;;https://strefa-kostek.pl/32267-home_default/qiyi-magnetic-9x9x9-ball-core.jpg, https://strefa-kostek.pl/32267-thickbox_default/qiyi-magnetic-9x9x9-ball-core.jpg
Klasyczne kostki/9x9x9;SengSo MoSheng Cubic 9x9 Magnetic;189,99 zł;;https://strefa-kostek.pl/34070-home_default/sengso-mosheng-cubic-9x9-magnetic.jpg, https://strefa-kostek.pl/34140-thickbox_default/sengso-mosheng-cubic-9x9-magnetic.jpg, https://strefa-kostek.pl/34070-thickbox_default/sengso-mosheng-cubic-9x9-magnetic.jpg
Klasyczne kostki/9x9x9;SengSo MoSheng Cubic 9x9;94,99 zł;;https://strefa-kostek.pl/34071-home_default/sengso-mosheng-cubic-9x9.jpg, https://strefa-kostek.pl/34136-thickbox_default/sengso-mosheng-cubic-9x9.jpg, https://strefa-kostek.pl/34071-thickbox_default/sengso-mosheng-cubic-9x9.jpg
Klasyczne kostki/7x7x7;YJ MGC 7x7x7;149,99 zł;"Największa MGC.    Mamy tutaj do czynienia z ostatnim, a zarazem największym produktem z serii    MGC   . Firma    YJ      udowodniła - zarówno    tym, jak i innymi modelami sygnowanymi serią   MGC    -, że są to produkty skierowane do    pro-cuberów   .    Poruszanie się kostki nie pozostawia wiele do życzenia. Jest  bardzo płynna i stabilna . Jedynym minusem w budowie tej   kostki   jest to, że podczas szybszych ułożeń układanka dziwnie się blokuje i zaczyna „wypluwać”   elementy  .  W zestawie znajdziemy:  
 układankę 
 śrubokręt regulacyjny 
 składaną podstawkę na kostkę 
 zapasowe magnesy 
 dwa dodatkowe zestawy sprężyn- (+) twardsze ; (-) bardziej miękkie -w kostkce są zamontowane sprężyny umiarkowane 
 instrukcję układania";https://strefa-kostek.pl/26139-home_default/yj-mgc-7x7x7.jpg, https://strefa-kostek.pl/27052-thickbox_default/yj-mgc-7x7x7.jpg, https://strefa-kostek.pl/26138-thickbox_default/yj-mgc-7x7x7.jpg
Klasyczne kostki/7x7x7;YuXin Little Magic 7x7x7 Magnetic;139,99 zł;;https://strefa-kostek.pl/22723-home_default/yuxin-little-magic-7x7x7-magnetic.jpg, https://strefa-kostek.pl/22723-thickbox_default/yuxin-little-magic-7x7x7-magnetic.jpg, https://strefa-kostek.pl/22846-thickbox_default/yuxin-little-magic-7x7x7-magnetic.jpg
Klasyczne kostki/7x7x7;YuXin Little Magic 7x7x7;79,99 zł;;https://strefa-kostek.pl/22724-home_default/yuxin-little-magic-7x7x7.jpg, https://strefa-kostek.pl/22724-thickbox_default/yuxin-little-magic-7x7x7.jpg, https://strefa-kostek.pl/22842-thickbox_default/yuxin-little-magic-7x7x7.jpg
